ptl,etal,energyl,ptj,etaj,energyj,massj,mjj,rjj,rjl,met,n21_1,n21_2,n32_1,n32_2,infl,drfl
285.943,-0.375772,306.369,430.499,-1.09679,722.313,91.8135,982.552,2.91174,3.09617,251.544,0.242721,0.373857,0.624885,0.759374,495.413,2.2787
281.599,-0.25741,290.98,331.303,0.859816,462.858,35.4465,260.309,1.7471,1.15361,706.331,0.380142,0.636508,0.453638,0.885464,272.352,2.00395
229.668,-0.488091,257.573,433.595,1.1043,726.791,34.7796,697.83,1.12703,3.08254,634.754,0.550772,0.552323,0.522406,0.564901,236.584,1.08238
129.564,-1.33372,262.927,330.435,-0.484047,370.388,18.8459,81.6126,0.802507,3.16558,492.31,0.111591,0.474679,0,0.439817,11.1795,0.00720814
218.043,-0.673649,269.417,139.345,1.0313,220.813,15.7286,221.462,1.68497,3.08306,982.929,0.192472,0.206326,0.503058,0.655765,578.924,1.12006
156.126,0.716792,197.981,265.015,0.720071,339.911,46.3104,100.352,0.629178,0.379964,661.791,0.232271,0.40919,0.533711,0.583709,310.17,3.07359
168.665,1.05061,270.632,179.919,1.99096,671.247,17.3254,288.71,2.23704,1.04236,1233.81,0.110715,0.166786,0.396884,0.498642,200.129,2.55632
155.417,-1.01617,242.806,295.483,-0.860241,416.646,63.8501,405.712,0.283469,2.62803,584.673,0.527311,0.693891,0.401458,0.653612,161.198,1.45323
195.116,0.881261,275.914,197.746,-0.0791054,199.832,24.1696,275.489,2.99546,1.00131,1020.08,0.427961,0.494797,0.6139,0.739034,129.23,1.51456
185.582,0.431867,203.159,108.551,-0.153742,110.287,9.95317,89.4681,0.97817,2.40919,388.783,0.226033,0.316682,0.304058,0.43363,147.449,1.86614
142.467,-1.08494,234.87,209.728,-1.51988,502.399,7.67741,162.652,2.75627,0.441872,330.664,0.397758,0.801737,0.157325,0.546935,76.9017,1.11313
291.72,0.657712,357.125,486.129,-0.14761,493.405,44.0593,1369.17,3.0147,0.81295,1431.93,0.143672,0.794151,0.36531,0.765828,832.955,3.39801
133.183,-0.576186,155.91,134.475,0.134272,135.899,7.5577,78.2361,0.749901,0.908884,539.782,0,0.197507,0.408797,0.450078,237.969,2.89192
193.13,-0.541389,222.132,106.306,-0.420971,118.457,24.6419,140.014,1.17785,2.82208,1041.15,0.410912,0.434355,0.332383,0.636986,241.013,2.48861
396.278,1.51298,943.24,505.807,1.01361,790.41,52.5053,508.12,2.30241,0.58929,1999.23,0.404176,0.416012,0.774356,0.919199,301.105,1.25925
120.188,-1.02897,189.631,136.851,-0.480746,153.965,17.4562,76.4359,0.717962,2.68512,263.518,0.123975,0.608481,0.561678,0.709498,130.338,1.55169
143.971,0.137567,145.335,104.378,-0.866792,147.026,16.4185,173.398,1.69092,2.39693,144.008,0,0.159825,0.710337,0.772611,121.386,1.10449
164.981,-1.42139,361.66,228.082,-1.20655,415.697,19.4575,82.1871,0.593013,0.381921,982.128,0.083659,0.618512,0.671813,0.727702,153.994,1.73793
141.444,1.96615,515.078,221.261,0.299196,232.304,22.2319,306.247,1.30657,3.38565,829.244,0,0.563261,0.661941,0.665749,85.7672,0.821239
182.987,1.01971,286.657,375.966,0.860851,524.624,23.6154,337.736,0.411019,2.64015,535.721,0.193663,0.568661,0.404627,0.442037,340.811,2.90832
156.486,-1.52832,377.704,321.232,-1.33347,652.508,31.646,431.001,3.025,0.201705,1129.49,0.11074,0.246537,0.189097,0.616709,124.393,0.205115
115.591,1.86309,381.382,174.207,-0.514008,198.549,18.0044,349.423,1.74076,3.66435,249.464,0.257428,0.722749,0.321868,0.543291,249.511,2.88612
166.906,-2.26204,810.063,230,-1.09866,386.2,46.866,294.347,2.51441,3.30699,1751.46,0.264899,0.305323,0.466477,0.474515,230.198,3.45759
257.73,0.4343,282.42,323.108,-1.6963,912.896,63.4002,254.493,0.96322,3.62593,317.093,0.126714,0.330582,0.607725,0.615748,336.556,2.30707
297.361,-0.0604334,297.904,253.195,-0.180194,263.15,55.1016,297.58,1.8651,3.04383,941.89,0.338425,0.428898,0.331609,0.545273,338.861,1.71224
145.066,0.307444,151.977,106.514,2.00565,403.325,18.1492,417.385,2.92742,3.36328,530.052,0.239595,0.325045,0.393385,0.469274,149.614,1.5266
140.499,0.0942071,141.123,156.006,-0.90499,225.732,24.7481,175.932,2.58114,1.04388,722.129,0.224708,0.481465,0.732648,0.816862,155.892,1.79327
137.796,0.00471273,137.797,314.586,-0.550289,364.889,32.5832,313.823,1.60637,0.709801,410.749,0.447356,0.459441,0.4043,0.43084,326.869,0.152238
157.126,0.719122,199.534,228.27,-0.482498,256.022,18.3811,332.522,2.05083,2.95532,137.762,0,0.0712604,0,0.289112,14.2696,0.0670495
233.697,0.141744,236.048,428.492,0.38745,466.539,71.3054,255.726,2.24245,3.12101,471.418,0.253718,0.514705,0.348155,0.62717,121.351,1.19998
131.12,-0.073313,131.473,414.442,-1.02711,655.603,58.8136,825.299,0.481561,2.98755,222.88,0.220519,0.427396,0.539323,0.608838,71.7111,1.02023
561.937,-0.448521,619.414,504.092,-0.865513,708.912,74.4836,276.154,0.994459,2.93496,713.849,0.499863,0.585038,0.499521,0.760136,1043.92,1.14847
138.344,0.690127,172.618,181.838,0.997087,280.221,11.8663,340.636,2.63488,0.65336,348.553,0.115789,0.224049,0.72512,0.870105,181.294,1.27093
58.9062,-1.06761,95.7891,159.876,2.13362,684.731,14.8095,640.371,2.90815,2.77905,362.224,0,0.200786,0.433629,0.44639,221.82,3.06084
123.028,0.481354,137.558,160.335,-0.3721,174.715,33.0373,449.596,3.29139,2.81695,958.837,0,0.0965391,0.455407,0.672849,207.916,3.02757
151.032,-0.96957,227.76,245.234,-1.18959,440.883,24.4697,79.7037,0.689286,3.08834,159.283,0.161747,0.262018,0.626883,0.685013,334.165,2.72166
189.43,0.2437,195.083,1957.75,1.1058,3312.16,447.627,3695.46,1.1472,2.43629,2565.41,0.123918,0.763848,0.777121,0.819588,2.53656,0.0134145
161.847,0.228817,166.102,323.021,0.936012,481.761,79.4761,574.006,3.45668,2.61993,330.415,0.193164,0.235105,0.773813,0.841055,304.264,2.68724
173.146,-2.07257,698.735,84.7346,0.351399,90.5177,9.47635,253.309,2.69516,2.63519,318.49,0.290814,0.379703,0.4692,0.517694,150.708,1.71132
160.707,-0.00700997,160.711,175.15,-0.68806,218.74,14.3034,221.287,1.62807,2.94657,173.594,0.00115744,0.396976,0,0.675047,253.034,2.35801
281.935,0.158255,285.473,208.679,-1.5951,536.436,32.6615,336.518,2.03454,3.56516,260.468,0.495768,0.650999,0.683263,0.685715,295.649,2.95138
157.343,0.856204,218.627,156.075,-0.787567,208.639,25.8451,89.367,1.07446,3.15323,133.054,0.114648,0.540862,0,0.431692,189.949,1.60431
230.742,-2.2524,1109.37,154.671,0.727647,198.392,19.2431,441.049,3.31074,3.67078,1515.89,0.362464,0.503182,0.623608,0.712455,360.409,3.02031
164.848,0.981251,250.787,195.605,-0.846253,270.564,18.5663,264.95,2.12836,1.87921,1675.87,0.293065,0.400727,0.70739,0.746061,65.8196,0.663622
155.391,0.996248,239.098,193.018,0.876713,272.235,9.40276,75.6299,0.734273,2.98528,916.445,0.102435,0.183107,0,0.686279,18.7458,0.00997396
120.423,0.586471,141.734,199.618,-0.340968,216.457,46.8093,143.929,1.04857,2.85109,1200.31,0.251835,0.731847,0.291026,0.492436,118.609,1.55215
177.657,-1.42413,390.398,105.886,0.387926,115.445,18.5027,146.175,1.41493,1.84078,147.705,0.235807,0.327682,0.386572,0.426111,325.141,3.1173
160.534,-0.594172,189.715,177.783,0.3842,192.815,25.9074,166.474,0.919749,3.24963,331.374,0.58466,0.605616,0.325725,0.612677,220.641,2.85106
132.846,0.631792,160.253,192.925,-1.21168,354.294,33.0969,457.136,3.63218,1.84549,607.288,0.361836,0.382224,0.670517,0.747282,222.355,2.24782
239.698,0.663731,294.464,149.781,-0.230208,156.061,26.659,545.507,3.73998,2.08353,1830.08,0.265309,0.311259,0.272091,0.634282,207.647,2.45354
246.243,0.737207,316.242,202.459,-1.32874,409.453,17.5261,307.245,1.66001,3.18586,1167.02,0.340342,0.533931,0.491266,0.516129,336.074,2.72073
296.177,1.08086,486.694,607.899,1.36061,1263.26,28.5625,490.228,0.908639,3.03145,1874.95,0.314807,0.494886,0.147475,0.558193,75.5669,0.730286
185.624,0.832394,253.732,200.117,-0.296181,211.423,32.1881,133.058,2.97276,1.13104,247.512,0.403298,0.585211,0.499302,0.561265,338.517,3.51466
128.016,-1.03621,203.116,176.623,-0.302195,186.08,22.2107,286.948,3.10564,1.48891,598.166,0.189722,0.233255,0.306766,0.333949,120.237,1.9553
182.281,-1.3804,385.338,166.413,1.47869,384.419,17.7974,83.0787,0.652818,4.00441,585.8,0.0813614,0.475254,0.527349,0.778867,149.193,1.7063
443.104,0.103534,445.481,317.176,0.219133,325.921,26.738,235.688,1.23122,0.403864,1048.62,0.122634,0.807351,0.102572,0.689654,427.597,2.31688
313.051,1.7986,971.51,131.423,2.07235,530.715,22.3264,114.118,0.746216,0.278351,2394.86,0.278749,0.490197,0.691127,0.755084,312.968,2.27299
362.007,-1.8075,1132.94,222.952,0.165232,229.167,37.9521,479.299,2.76935,2.70416,1445.44,0.165053,0.489089,0.630776,0.656489,413.887,0.596654
154.661,-1.55931,384.011,266.627,0.0535197,271.679,50.1559,441.365,2.34068,1.89195,727.173,0.179437,0.486362,0.0976823,0.611036,85.8039,1.16942
112.49,1.94033,399.605,129.396,0.697293,163.512,21.0752,347.573,2.99463,2.31496,383.07,0.242322,0.488662,0.540979,0.593183,341.181,2.31914
161.218,-1.32935,325.922,287.205,0.500221,332.102,73.3845,422.01,1.62801,3.24659,248.538,0.23561,0.425739,0.094982,0.536173,152.222,1.31292
159.977,1.70443,454.347,198.096,-0.918618,289.626,33.1335,268.213,1.01108,3.88691,957.773,0.227419,0.362445,0.415106,0.52776,96.7493,1.03173
160.938,1.91405,557.485,104.198,1.83726,335.936,18.2276,136.282,2.02527,0.0772302,997.353,0.575414,0.740884,0.551231,0.574923,565.919,0.890704
129.02,0.499385,145.445,175.876,0.879329,250.201,30.2441,267.986,1.08835,2.46757,217.702,0.229793,0.312442,0.463636,0.485725,161.899,1.74795
152.83,-0.678626,189.394,163.748,1.29919,322.749,12.4666,193.536,2.87509,3.42548,497.446,0.00469594,0.477,0,0.661201,471.334,3.42416
154.535,-0.875045,217.571,234.616,-1.22437,433.817,14.8016,348.376,2.42425,1.03775,619.487,0.108749,0.249994,0.095042,0.450013,154.713,1.65053
131.483,1.62471,346.712,150.866,1.78366,461.882,15.4797,253.913,2.02235,0.988635,781.997,0.120451,0.178023,0.29151,0.453392,778.493,1.8703
152.857,1.7006,432.57,130.071,-0.0257606,130.806,13.4316,158.201,1.52792,1.72832,61.4067,0.180006,0.25319,0.307479,0.725444,195.883,2.62293
251.612,0.333545,265.738,256.524,-0.0327427,260.974,47.2495,200.667,1.79174,0.498452,156.667,0.343515,0.501214,0.639583,0.650802,255.027,2.40248
381.252,0.47798,425.639,435.069,-1.34088,889.236,38.2199,748.029,2.76156,1.85623,1346.8,0.0684444,0.367841,0.047174,0.150653,101.331,0.944996
151.203,-0.484196,169.277,262.916,-0.9964,405.422,25.9438,270.236,3.07559,0.702528,1099.42,0.277279,0.536906,0.203369,0.345666,404.26,1.65442
208.988,1.55715,517.871,502.066,0.236747,523.396,86.4817,431.139,1.80429,1.36132,569.477,0,0.444178,0.486533,0.530547,112.281,1.4272
140.213,-1.13673,240.987,310.732,0.556504,361.295,29.3227,458.407,2.84244,1.88031,303.289,0.40462,0.411521,0.621715,0.645372,220.313,2.74759
126.502,-2.02533,487.699,510.897,-1.14913,890.99,84.1119,1169.43,3.26657,1.08166,867.235,0.0948686,0.324114,0.221307,0.327654,166.262,2.16512
157.966,1.12915,269.833,611.923,1.10767,1030.08,75.6196,275.052,2.32413,3.10085,1587.62,0.153031,0.235534,0.546088,0.634372,204.164,2.5472
208.734,-0.364908,222.786,349.689,-0.0409562,358.652,78.3835,621.838,0.822397,1.90459,791.78,0.134514,0.209934,0.508109,0.677593,191.8,2.0004
141.102,0.741987,181.759,264.073,0.0254547,265.484,26.5007,165.122,2.09177,0.757319,374.972,0,0.368836,0.571005,0.699076,129.223,1.23303
136.902,-0.332473,144.538,212.942,-1.53224,518.895,56.5194,386.765,2.48617,1.2175,129.907,0.334655,0.449266,0.46394,0.555675,151.632,2.50086
191.399,0.84262,263.463,197.186,0.747587,259.266,47.3642,210.023,1.90064,0.239741,187.659,0,0.330639,0.362845,0.477613,217.81,1.22116
277.749,-1.03005,438.593,146.355,-0.303347,154.033,16.5645,222.383,1.38743,2.27032,65.1902,0,0.434021,0.438607,0.625757,262.755,3.06255
411.233,0.917208,596.684,274.617,-0.0633162,280.897,56.4462,405.983,2.10902,0.986881,829.162,0.142367,0.235872,0.53862,0.597751,230.29,1.44913
201.478,1.18259,359.568,481.838,-0.532494,556.704,73.8799,548.346,0.794324,3.34734,636.155,0.228266,0.44313,0.452953,0.656332,147.343,1.63092
139.661,1.5532,344.835,507.663,0.180044,523.582,89.2813,1011.07,0.403779,1.61031,436.86,0.249277,0.397339,0.28854,0.330864,699.414,1.67456
237.072,-1.22046,436.67,186.89,-0.356334,201.674,33.448,159.344,1.14644,0.877831,734.622,0.416096,0.484391,0.775553,0.911351,283.737,3.0101
288.408,0.0684407,289.084,171.656,-1.01681,269.509,25.4261,88.4256,0.532538,1.14996,381.585,0.174728,0.209787,0.171831,0.205819,339.558,3.1744
169.429,1.97757,623.799,169.362,0.366116,181.526,15.7732,382.57,3.01614,3.11801,997.739,0.102064,0.314134,0.632448,0.651969,432.207,2.18152
144.95,-0.869419,203.271,194.813,-1.34915,401.177,19.693,81.2466,0.853109,3.12863,975.633,0.511801,0.75483,0,0.847036,19.4467,0.0140316
165.796,0.155335,167.8,251.616,0.507416,285.338,18.9373,282.515,2.72519,0.471324,216.946,0.158565,0.434987,0.345378,0.470021,327.725,2.88198
133.376,0.347896,141.529,298.841,0.31604,321.473,69.4143,196.157,1.97463,0.199712,425.048,0.24061,0.472912,0.563214,0.677941,132.999,1.78513
146.335,-0.436917,160.526,124.911,-1.23364,233.391,18.6639,80.8834,0.625665,0.900809,897.801,0.270476,0.284214,0.480775,0.643635,150.268,1.27257
150.037,-2.2321,707.182,132.402,1.17189,234.848,17.2888,193.386,0.923211,0.332732,1049.55,0.223383,0.469274,0.399575,0.645216,302.026,3.00704
144.217,-1.20369,261.933,500.409,0.832294,689.388,86.281,974.093,0.533944,2.35248,260.097,0.290789,0.508277,0.263405,0.588668,86.9557,1.10137
568.287,-0.607065,676.258,676.377,-0.118305,682.329,40.6658,259.193,0.879246,3.07292,665.165,0.429004,0.608249,0.0964158,0.769872,485.451,0.905767
153.925,0.383659,165.394,375.474,1.47862,869.247,70.5554,907.332,1.60425,3.3041,288.342,0.311689,0.472879,0.265613,0.313983,178.969,2.91356
187.299,-1.99809,703.359,274.902,-0.728132,351.727,21.7814,464.712,2.77259,1.9206,2109.25,0.239422,0.74433,0.216289,0.916426,477.972,3.01113
175.498,-0.371023,187.716,213.231,-1.44274,477.337,29.6135,123.832,1.39427,3.03188,935.129,0.0577614,0.404087,0.0792671,0.581933,41.467,0.437218
192.724,1.81969,610.168,212.113,-1.6186,556.775,25.6325,284.62,2.37866,0.416468,210.55,0,0.155587,0.266711,0.560272,944.133,2.13977
127.331,-0.203148,129.968,238.167,-1.01858,374.112,31.5893,414.075,2.99028,0.849311,593.879,0.17985,0.280622,0.321521,0.615619,131.363,0.334504
124.296,1.83249,398.333,51.4091,1.88922,174.475,14.1245,53.6014,0.991481,3.10381,672.503,0.292357,0.502393,0.424587,0.551794,200.849,0.272322
186.718,1.81879,590.646,291.755,1.24503,549.299,26.8729,364.92,3.13695,0.576081,967.786,0.226209,0.301529,0.450068,0.543651,327.383,3.66119
119.053,-2.09883,492.837,156.161,-1.09599,260.04,12.8272,218.406,0.830504,2.82608,376.297,0.514396,0.593217,0.682866,0.768455,199.752,1.86559
219.552,0.335363,232.015,237.652,0.0383735,239.739,30.2138,194.123,1.40771,3.07983,36.4844,0.0119223,0.314522,0,0.161012,274.444,1.59066
155.375,-1.19331,279.768,160.522,-0.520159,184.45,25.1176,121.485,1.12051,0.794122,1198.67,0.397689,0.695312,0.548358,0.633658,255.717,2.67696
142.637,0.160554,144.479,213.173,-0.251129,221.411,25.5637,89.9865,0.550626,3.05797,527.616,0.194061,0.620004,0.60682,0.631236,138.047,3.03914
150.498,-2.06351,602.035,299.004,-0.763727,394.1,52.945,444.42,1.50317,3.11541,292.972,0.497496,0.531052,0.380123,0.557333,155.142,3.01824
375.738,-0.50599,424.872,469.15,0.185162,478.781,38.6947,336.011,2.93044,3.13507,112.622,0.117666,0.494809,0.342093,0.674993,242.003,1.66679
57.5729,-1.22259,106.235,481.785,0.110791,487.18,48.6401,1063.86,0.935699,2.85521,671.523,0.116543,0.313543,0.436396,0.51492,445.877,2.17509
171.244,-0.593794,202.331,182.961,0.34394,194.374,13.7079,117.789,0.835428,1.00308,728.802,0.179198,0.509565,0.208728,0.48645,79.7863,1.02274
101.184,1.18471,180.896,150.385,0.445874,166.137,13.5521,159.55,1.27954,2.84678,282.842,0.102865,0.375371,0.352667,0.388309,72.8893,1.24883
163.584,-0.782854,216.324,233.819,0.28147,244.63,26.9396,284.752,1.73353,1.1825,1180.45,0.402766,0.441694,0.486825,0.599589,189.161,3.09101
188.7,-2.20806,868.767,168.797,0.925821,246.908,14.9403,187.489,1.8034,3.14124,2306.46,0,0.344711,0.661632,0.71993,286.634,2.42797
257.352,-2.01629,983.544,330.028,-0.447912,365.131,32.3949,467.248,2.34214,3.42331,1235.24,0,0.510745,0.18766,0.41039,148.879,1.52123
186.157,-0.434054,203.97,207.007,0.450905,229.741,24.6989,162.363,1.65731,0.8925,124.983,0.159025,0.26755,0.54059,0.71657,238.825,2.48752
399.567,-0.564726,464.993,376.854,0.425615,412.906,33.967,268.618,0.919465,2.98045,160.85,0.442887,0.782937,0.473552,0.769492,688.637,1.40074
215.482,0.598641,255.26,160.771,-0.826178,219.89,21.5459,116.685,0.753334,1.42503,238.452,0.152658,0.437947,0.37591,0.610733,244.798,3.04993
125.883,-2.08519,514.26,146.567,-0.870029,205.956,11.6267,93.4981,1.00032,3.05836,416.223,0.0758506,0.86945,0.153518,0.2636,229.976,2.18184
113.431,0.894105,161.873,283.459,1.4185,624.118,73.4422,496.276,1.2158,2.62758,981.091,0.150016,0.199295,0.466763,0.599991,153.629,2.69204
126.296,0.129429,127.355,124.597,0.18867,127.226,10.1403,85.0086,1.10638,0.315541,50.3712,0.294469,0.325322,0.579309,0.582339,170.398,2.06247
201.621,2.0774,817.465,154.88,0.352901,165.305,14.9867,81.7327,2.71115,3.27132,963.494,0.0599289,0.0697017,0.037282,0.667058,34.925,0.0233133
180.201,1.73268,525.522,183.308,1.57519,462.276,20.774,240.257,2.57692,2.60973,580.995,0.425672,0.644163,0.444379,0.54165,172.261,0.72907
135.786,-0.558346,157.507,442.34,-0.00521518,450.169,83.5606,649.856,0.732129,1.95148,545.236,0.437108,0.671604,0.399465,0.491729,1.95437,0.0144209
141.606,1.70528,402.491,422.241,0.181874,442.504,107.514,542.559,0.648479,2.85876,271.447,0.280192,0.30904,0.138175,0.476514,161.318,2.01528
321.272,-0.0510114,321.691,399.479,1.08457,659.58,39.6821,374.867,0.650796,1.13753,102.486,0.0631297,0.35986,0.599375,0.674621,639.655,3.10711
187.894,-1.49902,441.61,152.01,0.867864,213.499,15.4326,86.7422,0.683681,2.37575,290.435,0.11463,0.134592,0.167955,0.474541,193.915,1.97848
132.156,0.623508,158.688,554.397,-1.07274,906.105,40.9547,348.18,1.50816,3.55683,923.365,0.295854,0.313766,0.0197237,0.242505,110.739,1.88001
222.88,-1.15458,388.69,241.072,-0.905644,347.674,23.4929,206.847,1.67138,0.253078,1180.53,0.00489244,0.0264506,0,0.212816,88.9533,0.909769
132.683,-1.60603,343.893,239.056,-1.66852,657.217,29.6644,364.108,2.69355,0.610584,175.689,0.260202,0.309431,0.333618,0.399265,92.5285,1.13907
139.26,0.0797682,139.703,72.7429,1.01409,114.655,16.4879,197.991,2.72672,1.07315,276.56,0.149681,0.398096,0.286484,0.41606,158.278,2.57435
234.144,1.0625,379.218,418.912,0.281091,436.592,29.8419,344.952,2.19078,0.828759,646.663,0.204744,0.407443,0.398466,0.447627,64.1573,0.481569
227.989,0.283923,237.24,400.501,-1.89557,1366.12,92.0138,859.819,2.87975,3.47189,829.876,0.310082,0.468018,0.499263,0.725458,426.096,3.11125
201.548,-0.596935,238.536,215.416,-1.38783,461.755,55.7258,153.776,1.12391,2.94983,831.753,0.338889,0.465965,0.319926,0.560608,431.309,3.32942
150.799,0.948025,223.794,175.949,1.31088,351.753,34.5422,115.453,0.943703,0.574377,1300.17,0.290127,0.432098,0.362782,0.67773,208.169,3.14392
128.382,-1.54546,314.752,159.107,-0.670233,196.833,15.7583,317.949,2.38729,2.39036,168.725,0.345862,0.552564,0.669657,0.825807,574.126,3.93211
141.732,2.19651,645.221,206.061,-1.34428,422.537,20.7457,519.242,2.45033,2.34922,1000.25,0.123408,0.377884,0.333907,0.510409,134.349,1.67357
257.292,-0.769351,337.269,306.479,-1.60646,797.383,65.8919,240.84,1.2635,3.11768,1814.06,0.378248,0.700722,0.624382,0.684985,484.786,1.17383
116.712,1.04167,185.969,141.809,-0.411701,155.831,23.8317,83.8769,0.605142,1.57079,168.163,0.00390439,0.174171,0,0.628166,36.0579,0.0510665
150.104,-2.09054,616.394,286.621,-0.932846,425.027,60.9065,548.789,3.05556,1.35971,1657.4,0.231922,0.340899,0.517524,0.822814,142.435,1.33931
127.999,0.797309,170.885,146.219,0.70722,186.012,24.9186,295.024,2.32853,3.07162,233.684,0.141507,0.296844,0.424752,0.590372,260.749,3.1028
163.899,-1.0693,266.877,433.215,-1.13479,743.804,24.6126,756.845,2.02434,2.56567,814.195,0.139177,0.652017,0.76219,0.902445,576.969,1.80955
379.606,0.156783,384.281,480.077,-0.400322,521.297,48.2251,346.186,1.4821,0.557205,219.621,0.312086,0.374969,0.298663,0.462895,378.234,2.05763
138.686,1.14981,240.918,121.316,1.35535,251.253,13.6843,380.155,2.38148,1.61514,29.2928,0.569712,0.571733,0.386953,0.801451,183.058,2.366
169.693,-0.837691,232.796,264.591,0.560751,307.768,17.125,245.829,1.20723,1.43193,93.7176,0.0545029,0.317722,0.683693,0.730008,373.22,2.77963
151.641,1.98357,561.545,167.122,0.806619,224.853,12.5495,127.488,1.38635,1.20139,737.324,0.497306,0.673481,0.321743,0.546907,164.878,2.54988
157.622,-0.0264661,157.677,159.417,0.0189005,160.301,16.5442,346.167,1.68997,1.58507,243.618,0.309138,0.345818,0.139114,0.465297,148.308,2.54724
225.994,1.46456,514.907,310.19,1.11374,525.092,43.3703,131.59,0.527716,3.04585,928.592,0.279203,0.576734,0.377775,0.513434,353.516,2.84236
135.364,1.25731,257.216,145.048,-0.751393,189.401,23.3425,78.2667,0.779758,3.58148,1483.04,0.135064,0.310524,0,0.549045,259.466,3.02455
214.269,-0.62057,256.868,231.175,0.436172,255.001,27.4777,981.15,0.546146,3.22924,1334.7,0.536466,0.563011,0.451784,0.504705,104.908,0.925254
157.243,-0.740571,202.37,133.756,-0.718428,170.484,15.4301,135.856,1.54951,0.160917,757.908,0.343457,0.440007,0.450083,0.5819,212.403,1.73429
172.893,-1.27329,333.036,286.744,-1.83364,920.705,37.61,931.505,1.15558,0.618721,1295.62,0.168805,0.184428,0.205488,0.227301,108.364,1.82453
554.184,0.621213,664.599,513.234,0.516524,585.576,52.3176,350.133,1.04297,3.10946,1010.16,0.0358956,0.519719,0.0673261,0.618857,312.298,1.23277
140.917,1.30631,279.251,150.48,0.653363,184.401,15.3855,216.369,1.83412,1.25448,232.766,0.179395,0.339796,0.481267,0.59709,241.528,3.55275
194.403,1.30602,385.148,191.025,0.373456,208.931,42.7899,225.767,1.1667,2.13162,63.5636,0.330635,0.496427,0.48657,0.501401,249.292,1.18162
144.398,-1.64208,386.948,243.375,0.644992,296.865,25.3761,614.002,3.58515,3.1464,1129.02,0,0.113475,0.685565,0.77901,6.82042,0.0134079
362.726,0.758398,472.137,607.528,0.026009,610.616,59.2606,472.501,2.8686,0.832986,1452.25,0.258552,0.384353,0.48737,0.55853,342.302,2.67249
239.311,-1.17292,423.685,331.889,-1.56855,834.342,73.9603,249.874,1.59684,2.91158,657.395,0.207485,0.353437,0.0413546,0.398533,245.93,1.10666
133.186,-1.24686,250.844,141.477,-1.62297,372.866,17.1588,153.331,2.39516,0.378459,679.976,0.375138,0.651825,0,0.824477,14.4123,0.00653721
155.43,1.70997,443.73,166.569,0.778188,219.752,8.14861,486.456,2.20028,2.94031,909.938,0.0609693,0.337869,0.395633,0.616187,1479.08,2.79655
216.138,0.0338435,216.262,306.058,0.125458,309.412,24.1221,467.112,1.40026,2.23932,403.862,0.428365,0.573757,0.397596,0.50463,201.732,2.11632
237.933,-2.21486,1102.74,227.148,-0.456754,251.834,17.0317,149.902,2.61644,3.21208,1431.01,0.420247,0.455538,0.508545,0.54159,1852.07,3.42944
162.953,1.12627,277.702,156.463,0.434494,172.063,14.3241,239.507,3.01788,0.906258,514.48,0.098226,0.258286,0.677837,0.759888,98.3619,0.88065
134.944,-1.54125,329.569,201.121,-0.747157,260.102,9.76417,285.434,2.81436,2.70515,979.81,0.446036,0.550343,0.529598,0.86129,177.032,1.85288
239.385,0.0888173,240.329,335.602,-0.640471,414.402,78.91,386.083,0.896851,2.65088,760.429,0.271982,0.459259,0.493981,0.693514,387.704,1.85238
319.593,-0.937168,470.518,557.039,-0.22682,572.906,41.1018,546.254,3.37545,0.719117,739.115,0.174839,0.346438,0,0.4386,194.211,1.98709
153.453,-0.426511,167.623,155.407,0.4882,174.66,11.2562,213.848,1.85186,2.61295,272.737,0.381002,0.556586,0.575699,0.703532,135.38,1.80304
139.292,0.855573,193.46,194.747,-0.163204,199.072,26.1496,82.386,0.517556,3.11698,766.681,0.130261,0.299135,0.539204,0.853207,36.0616,0.0616294
124.973,0.507893,141.441,382.106,-0.932309,561.276,28.5048,468.499,1.90376,3.28421,570.981,0.574706,0.582121,0.495059,0.712869,69.484,0.868465
208.904,0.32211,219.836,211.234,-0.14097,216.186,34.9857,289.608,2.54045,2.63299,315.737,0.451468,0.510699,0.376888,0.583287,203.988,1.06883
130.443,1.29762,256.565,448.543,0.227721,464.756,64.7479,192.771,1.55205,3.2276,379.602,0,0.158798,0.469344,0.706768,115.308,1.76817
156.858,1.44696,351.792,207.72,1.4734,478.585,38.3493,575.597,3.41254,2.37738,659.798,0.195968,0.468252,0.636432,0.734898,147.544,1.21559
114.416,-0.792902,152.307,170.185,0.703835,215.027,19.8613,96.9548,1.11021,1.54575,64.8808,0.709826,0.741653,0.169542,0.821609,142.808,2.66903
154.311,0.0909589,154.95,690.12,1.00976,1076.81,91.9578,589.036,1.02029,0.919289,560.751,0.204108,0.490103,0.782731,0.792976,178.117,1.20631
138.383,1.32378,278.407,147.567,1.49518,346.686,27.1087,130.051,1.86728,2.99228,112.943,0,0.466754,0.627989,0.680212,119.461,2.24024
204.82,1.57282,514.884,458.95,0.924364,675.321,89.3112,281.169,0.795601,0.652981,1602.37,0.0606888,0.295883,0.476612,0.645763,59.0045,0.0542218
149.328,-1.86762,494.827,351.107,-0.900087,509.111,77.3643,502.004,0.93705,2.96918,440.279,0.181695,0.247185,0.556717,0.56007,314.77,1.82867
167.32,1.18129,298.286,86.6106,0.366367,94.3968,18.8847,105.561,1.49427,0.815766,227.044,0.11475,0.513641,0,0.0791498,150.338,1.57185
